street,number,name,amenity,craft,healthcare,historic,leisure,office,public_transport,shop,tourism,geometry
,,,,,,,,,platform,,,"LINESTRING (24.0446538 49.8161454, 24.0446319 49.8162613)"
,,,,,,,,,platform,,,"LINESTRING (24.0248426 49.8693287, 24.0251125 49.8693743)"
,,,,,,,,,platform,,,"LINESTRING (23.960715 49.8232127, 23.9604638 49.823235)"
,,,,,,,,,platform,,,"LINESTRING (24.0315436 49.8705958, 24.0312636 49.8705476)"
,,,,,,,,,platform,,,"LINESTRING (23.9612593 49.8230135, 23.9614592 49.8229958)"
,,,,,,,,,platform,,,"LINESTRING (23.9543732 49.8270796, 23.9544028 49.8270094, 23.954465 49.8268621)"
,,,,,,,,,platform,,,"LINESTRING (23.9550004 49.8266789, 23.9549719 49.8267454)"
,,Скриня,,,,,,,platform,,,"LINESTRING (23.9946818 49.8353026, 23.9948574 49.8353335, 23.995093 49.8353758)"
,,,,,,,,,platform,,,"LINESTRING (24.0329118 49.8377993, 24.0329929 49.8376598)"
,,,,,,,,,platform,,,"LINESTRING (24.0041808 49.8371896, 24.0045075 49.8372958, 24.0049995 49.8374557)"
,,Площа Кропивницького,,,,,,,platform,,,"LINESTRING (24.0040851 49.8367196, 24.0042589 49.836443)"
,,,,,,,,,platform,,,"LINESTRING (24.0324251 49.8705451, 24.0326651 49.8705825)"
,,,,,,,,,platform,,,"LINESTRING (24.0072418 49.8356574, 24.0070887 49.8356589, 24.0069938 49.8356597, 24.0066364 49.8356606)"
,,,,,,,,,platform,,,"LINESTRING (24.0111489 49.8655753, 24.010896 49.865525)"
,,,,,,,,,platform,,,"LINESTRING (24.0219879 49.8367402, 24.0222737 49.8365385)"
,,,,,,,,,platform,,,"LINESTRING (24.0507125 49.8731145, 24.0507125 49.8731647, 24.0507005 49.8732234, 24.0506629 49.8732753, 24.0505945 49.8733176, 24.0505127 49.8733462, 24.0504192 49.8733634, 24.0503612 49.8733669, 24.0503263 49.873366)"
,,,,,,,,,platform,,,"LINESTRING (24.0421707 49.8649137, 24.0424902 49.8649434)"
,,,,,,,,,platform,,,"LINESTRING (23.9186133 49.8216305, 23.9181553 49.8215493)"
,,,,,,,,,platform,,,"LINESTRING (23.9834013 49.8274455, 23.9831943 49.827353)"
,,,,,,,,,platform,,,"LINESTRING (23.9168938 49.821069, 23.9172336 49.8211291)"
,,,,,,,,,platform,,,"LINESTRING (24.0245085 49.8443752, 24.0245013 49.8443691, 24.0243888 49.8444231, 24.0243986 49.844431)"
,,,,,,,,,platform,,,"LINESTRING (24.0239193 49.8449749, 24.0239117 49.844884)"
,,,,,,,,,platform,,,"LINESTRING (24.069555 49.7853431, 24.0696453 49.7851966)"
,,Парк Культури,,,,,,,platform,,,"LINESTRING (24.0230339 49.8303339, 24.0231836 49.8303011, 24.0232934 49.8302764)"
,,,,,,,,,platform,,,"LINESTRING (24.0844065 49.8229626, 24.0843161 49.8229906, 24.0842209 49.8230203)"
,,,,,,,,,platform,,,"LINESTRING (23.9764309 49.8136231, 23.9765372 49.8135677, 23.976645 49.8135057)"
,,Шухевича,,,,,,,platform,,,"LINESTRING (24.0348558 49.8370892, 24.0348445 49.8369167)"
,,,,,,,,,platform,,,"LINESTRING (24.0164794 49.8418723, 24.0166473 49.8419405)"
,,,,,,,,,platform,,,"LINESTRING (24.01661 49.8316409, 24.0164642 49.8315613)"
,,,,,,,,,platform,,,"LINESTRING (24.0223482 49.8365838, 24.0220605 49.8367814)"
,,,,,,,,,platform,,,"LINESTRING (23.9683392 49.8206513, 23.9682016 49.820606)"
,,,,,,,,,platform,,,"LINESTRING (23.9788711 49.8427945, 23.9786479 49.842832)"
,,,,,,,,,platform,,,"LINESTRING (23.9639255 49.8190584, 23.9636381 49.8189707)"
,,Зелена,,,,,,,platform,,,"LINESTRING (24.0343694 49.8343481, 24.0343949 49.8344266)"
,,Площа Івана Франка,,,,,,,platform,,,"LINESTRING (24.0323251 49.8306965, 24.0321595 49.8305784)"
,,Саксаганського,,,,,,,platform,,,"LINESTRING (24.0342006 49.8342317, 24.0341637 49.8341041)"
,,,,,,,,,platform,,,"LINESTRING (24.0325193 49.8298773, 24.0323709 49.8298044)"
,,,,,,,,,platform,,,"LINESTRING (23.9732274 49.8420654, 23.9734875 49.8420963)"
,,,,,,,,,platform,,,"LINESTRING (23.9684243 49.8417578, 23.96853 49.8417653, 23.9687283 49.8417795, 23.9688238 49.8417863)"
,,,,,,,,,platform,,,"LINESTRING (24.0665697 49.8395402, 24.0666756 49.8393534)"
,,,,,,,,,platform,,,"LINESTRING (23.9767464 49.8368735, 23.9767473 49.8368024)"
,,,,,,,,,platform,,,"LINESTRING (23.9718206 49.8422324, 23.9714859 49.8422229)"
,,,,,,,,,platform,,,"LINESTRING (24.0509607 49.8622377, 24.0510226 49.8623092, 24.0510413 49.8623308)"
,,,,,,,,,platform,,,"LINESTRING (23.9676195 49.8306523, 23.9672532 49.8305862, 23.9668844 49.8305197)"
,,,,,,,,,platform,,,"LINESTRING (24.0145465 49.7875741, 24.0145112 49.7874351)"
,,,,,,,,,platform,,,"LINESTRING (23.9467601 49.8268853, 23.9466932 49.8268738, 23.9465077 49.8268286)"
,,,,,,,,,platform,,,"LINESTRING (23.9825331 49.8097213, 23.982433 49.8094624)"
,,,,,,,,,platform,,,"LINESTRING (23.9489864 49.8270131, 23.9492577 49.8270747)"
,,,,,,,,,platform,,,"LINESTRING (23.9573812 49.8287804, 23.9569301 49.8286947)"
,,,,,,,,,platform,,,"LINESTRING (23.9633447 49.8298851, 23.9628406 49.8297908)"
,,,,,,,,,platform,,,"LINESTRING (24.0322922 49.8221367, 24.0324678 49.8221765)"
,,,,,,,,,platform,,,"LINESTRING (24.074423 49.7923676, 24.0744383 49.7925065)"
,,,,,,,,,platform,,,"LINESTRING (24.0752757 49.7877821, 24.0752156 49.7879445)"
,,,,,,,,,platform,,,"LINESTRING (24.1042577 49.8424109, 24.104257 49.8424129, 24.1041514 49.8424015, 24.1041509 49.8423999)"
,,,,,,,,,platform,,,"LINESTRING (24.1027389 49.842125, 24.1030665 49.8421601)"
,,,,,,,,,platform,,,"LINESTRING (24.1126263 49.8206604, 24.1124346 49.8208074)"
,,Площа Кропивницького,,,,,,,platform,,,"LINESTRING (24.0054811 49.8364244, 24.0056134 49.8364867)"
,,,,,,,,,platform,,,"LINESTRING (24.1124289 49.8206994, 24.1125871 49.8205938)"
,,,,,,,,,platform,,,"LINESTRING (24.0269858 49.8469358, 24.0264642 49.8469419)"
,,,,,,,,,platform,,,"LINESTRING (24.0493925 49.8400348, 24.0492789 49.84006)"
,,,,,,,,,platform,,,"LINESTRING (24.0494515 49.8399006, 24.0495863 49.8398754)"
,,,,,,,,,platform,,,"LINESTRING (24.0347472 49.8419694, 24.0348201 49.8419839)"
,,,,,,,,,platform,,,"LINESTRING (24.0517919 49.7868023, 24.0517215 49.7866662)"
,,,,,,,,,platform,,,"LINESTRING (24.0322018 49.841482, 24.0322043 49.8414749, 24.0323411 49.8415059, 24.032337 49.8415123)"
,,,,,,,,,platform,,,"LINESTRING (24.0729909 49.8266467, 24.0727554 49.8266955)"
,,,,,,,,,platform,,,"LINESTRING (24.0308324 49.8002446, 24.0312667 49.8001958)"
,,,,,,,,,platform,,,"LINESTRING (24.0305448 49.8006032, 24.0301124 49.8006593)"
,,,,,,,,,platform,,,"LINESTRING (24.0073983 49.807685, 24.0073333 49.8074472)"
,,,,,,,,,platform,,,"LINESTRING (24.0599092 49.7845591, 24.0598971 49.7847939)"
,,,,,,,,,platform,,,"LINESTRING (24.0165359 49.7944054, 24.0165735 49.7945994)"
,,,,,,,,,platform,,,"LINESTRING (24.0160032 49.7942248, 24.0159773 49.7940966)"
,,,,,,,,,platform,,,"LINESTRING (24.0654437 49.8021704, 24.0653249 49.8022908)"
,,,,,,,,,platform,,,"LINESTRING (24.0793267 49.8246267, 24.0791186 49.8246925)"
,,,,,,,,,platform,,,"LINESTRING (24.000015 49.8123001, 23.9999372 49.8120707)"
,,,,,,,,,platform,,,"LINESTRING (24.0094599 49.8262015, 24.0092988 49.8260749)"
,,,,,,,,,platform,,,"LINESTRING (24.0075794 49.8236558, 24.0076914 49.8238162)"
,,,,,,,,,platform,,,"LINESTRING (24.0068055 49.8232428, 24.0067812 49.8232063, 24.0066741 49.8230454, 24.0066532 49.8230136)"
,,Площа Івана Франка,,,,,,,platform,,,"LINESTRING (24.0312847 49.8301035, 24.0314082 49.8301318)"
,,,,,,,,,platform,,,"LINESTRING (24.0505474 49.8113494, 24.0504101 49.8113641)"
,,,,,,,,,platform,,,"LINESTRING (24.0443849 49.8108021, 24.0445672 49.8107423)"
,,,,,,,,,platform,,,"LINESTRING (24.050377 49.8112602, 24.0505202 49.8112426)"
,,,,,,,,,platform,,,"LINESTRING (23.9599297 49.8177467, 23.9596934 49.817685)"
,,,,,,,,,platform,,,"LINESTRING (23.9645466 49.8299024, 23.964675 49.8299241)"
,,,,,,,,,platform,,,"LINESTRING (23.9680144 49.8294784, 23.9680016 49.8293281)"
,,,,,,,,,platform,,,"LINESTRING (23.9676009 49.8259391, 23.9675892 49.8258243)"
,,,,,,,,,platform,,,"LINESTRING (23.956154 49.8241488, 23.9560888 49.8242961)"
,,,,,,,,,platform,,,"LINESTRING (23.9556007 49.8241504, 23.955644 49.8240433)"
,,,,,,,,,platform,,,"LINESTRING (23.9250523 49.8225796, 23.9253699 49.8226355)"
,,,,,,,,,platform,,,"LINESTRING (23.924471 49.8227383, 23.9241163 49.8226734)"
,,,,,,,,,platform,,,"LINESTRING (23.9305227 49.823564, 23.9308484 49.8236228)"
,,,,,,,,,platform,,,"LINESTRING (23.9199551 49.8216194, 23.9200882 49.8216433, 23.9202178 49.8216665)"
,,,,,,,,,platform,,,"LINESTRING (23.9311836 49.8239461, 23.9308608 49.8238854)"
,,,,,,,,,platform,,,"LINESTRING (23.938299 49.8444824, 23.9381695 49.8444942)"
,,,,,,,,,platform,,,"LINESTRING (23.9665479 49.844791, 23.9665566 49.8447605, 23.9665828 49.8446664, 23.9666187 49.8445347, 23.9666253 49.8445151, 23.9666593 49.8443976)"
,,,,,,,,,platform,,,"LINESTRING (23.9378752 49.8444391, 23.9380313 49.8444249)"
,,,,,,,,,platform,,,"LINESTRING (23.9843432 49.8334663, 23.984603 49.8335072)"
,,,,,,,,,platform,,,"LINESTRING (23.9854597 49.8337876, 23.9852397 49.8337496)"
,,,,,,,,,platform,,,"LINESTRING (23.9908795 49.8340482, 23.9909172 49.8341816)"
,,,,,,,,,platform,,,"LINESTRING (23.999028 49.8360902, 23.9991361 49.8361087, 23.9991628 49.8361133)"
,,,,,,,,,platform,,,"LINESTRING (23.9861111 49.8542635, 23.9862312 49.8541121)"
,,,,,,,,,platform,,,"LINESTRING (23.9865632 49.8540197, 23.9864946 49.8541063)"
,,,,,,,,,platform,,,"LINESTRING (23.9916568 49.8510359, 23.9917355 49.8510024, 23.9918177 49.8509675)"
,,,,,,,,,platform,,,"LINESTRING (23.9941625 49.8499103, 23.9943339 49.8498306)"
,,,,,,,,,platform,,,"LINESTRING (23.9691832 49.8645452, 23.9690638 49.8647389)"
,,,,,,,,,platform,,,"LINESTRING (23.9484952 49.8776515, 23.9484563 49.8777761)"
,,,,,,,,,platform,,,"LINESTRING (23.9656558 49.8700546, 23.9657273 49.8699359)"
,,,,,,,,,platform,,,"LINESTRING (23.9516805 49.8738781, 23.9515642 49.8738839)"
,,,,,,,,,platform,,,"LINESTRING (23.9688076 49.864889, 23.9688779 49.8647777)"
,,,,,,,,,platform,,,"LINESTRING (23.9482785 49.8779244, 23.9483149 49.8777769)"
,,,,,,,,,platform,,,"LINESTRING (23.9511189 49.8737915, 23.9512438 49.8737818)"
,,,,,,,,,platform,,,"LINESTRING (23.9661084 49.8695656, 23.9660383 49.8696762)"
,,,,,,,,,platform,,,"LINESTRING (24.0170003 49.8657783, 24.0169297 49.8659149)"
,,,,,,,,,platform,,,"LINESTRING (24.0031496 49.8707777, 24.0033797 49.8707025)"
,,,,,,,,,platform,,,"LINESTRING (24.0151704 49.8672151, 24.015128 49.8672822)"
,,,,,,,,,platform,,,"LINESTRING (24.0109515 49.8654124, 24.0112037 49.865464)"
,,,,,,,,,platform,,,"LINESTRING (24.0054878 49.8708837, 24.0052587 49.8709132)"
,,,,,,,,,platform,,,"LINESTRING (24.0184717 49.8696904, 24.0184976 49.8698078)"
,,,,,,,,,platform,,,"LINESTRING (24.0206798 49.8703278, 24.0205499 49.8703883)"
,,,,,,,,,platform,,,"LINESTRING (24.0185997 49.8712359, 24.0184999 49.8712747)"
,,,,,,,,,platform,,,"LINESTRING (24.0180191 49.8713693, 24.0181098 49.8713241)"
,,,,,,,,,platform,,,"LINESTRING (24.0195366 49.8562222, 24.0194033 49.8561812)"
,,,,,,,,,platform,,,"LINESTRING (24.0259683 49.8504054, 24.0261328 49.8504034)"
,,,,,,,,,platform,,,"LINESTRING (24.0408956 49.8649969, 24.0406319 49.8649757)"
,,,,,,,,,platform,,,"LINESTRING (24.0283478 49.8646014, 24.0284329 49.8646491)"
,,,,,,,,,platform,,,"LINESTRING (24.0567864 49.8696196, 24.056741 49.8695613)"
,,,,,,,,,platform,,,"LINESTRING (24.0551689 49.8706574, 24.0553205 49.8705923)"
,,,,,,,,,platform,,,"LINESTRING (24.0524308 49.8642222, 24.0523479 49.8641281)"
,,,,,,,,,platform,,,"LINESTRING (24.0430709 49.872331, 24.0433081 49.8723741)"
,,,,,,,,,platform,,,"LINESTRING (24.0407593 49.8762919, 24.040801 49.8761604)"
,,,,,,,,,platform,,,"LINESTRING (24.0505471 49.86197, 24.0504895 49.8618989)"
,,,,,,,,,platform,,,"LINESTRING (24.0524048 49.8720096, 24.0521966 49.8720974)"
,,,,,,,,,platform,,,"LINESTRING (24.0441487 49.8726603, 24.0440782 49.8726479, 24.0439239 49.8726208, 24.0437703 49.8725938)"
,,,,,,,,,platform,,,"LINESTRING (24.0393117 49.8717018, 24.039615 49.8717507)"
,,,,,,,,,platform,,,"LINESTRING (24.0411465 49.8534961, 24.0411892 49.8534183)"
,,,,,,,,,platform,,,"LINESTRING (24.0450542 49.8555482, 24.0450042 49.8554944)"
,,Фабрика Світанок,,,,,,,platform,,,"LINESTRING (24.0438501 49.8620909, 24.043831 49.8619951)"
,,,,,,,,,platform,,,"LINESTRING (24.0771003 49.8541039, 24.0768951 49.8543273)"
,,,,,,,,,platform,,,"LINESTRING (24.0666651 49.8396674, 24.0666541 49.8397562)"
,,,,,,,,,platform,,,"LINESTRING (24.0860521 49.840229, 24.0862465 49.8402221)"
,,,,,,,,,platform,,,"LINESTRING (24.0853518 49.8404213, 24.0852411 49.8403751)"
,,,,,,,,,platform,,,"LINESTRING (24.0799117 49.838271, 24.0797583 49.8382087)"
,,,,,,,,,platform,,,"LINESTRING (24.0706512 49.8358688, 24.0708592 49.8358631)"
